Billy Fury;Once Upon A Dream - Single Version;0.275;ae_ogriURVk
Billy Preston;Get Back - Remastered 2015;0.636;YEESfv-11ng
Billy Preston;Nothing From Nothing;0.831;IX2bE-OBtwk
Billy Preston;With You I'm Born Again;0.32;3a0A-UZoHnk
Billy Preston;Will It Go Round In Circles;0.871;ghj5V5cUo1s
Billy Preston;Outa-Space;0.832;UuJVleNkJj0
Billy Preston;My Sweet Lord - Live;0.856;BRBTlkScyEA
Billy Preston;That's The Way God Planned It - Alternative Version;0.643;YE97w-MHz3Q
Billy Preston;My Sweet Lord - 2010 Remaster / Encouraging Words Version;0.637;KDSdLyNrPa4
Billy Preston;Isn't It A Pity - Live;0.802;GdcSGxXJ8vM
Billy Preston;I Shall Wear A Crown - Live;0.544;LDjgjJEovJM
Bjork;It's Oh so Quiet;0.136;htobTBlCvUU
Bjork;Army of Me;0.677;6KxtgS2lU94
Bjork;Venus as a Boy;0.393;7Z5aPaDwAkU
Bjork;Hyper-Ballad - Family Tree Version;0.437;Oj_iEmITnAQ
Bjork;Human Behaviour;0.65;36Srr08PN_Y
Bjork;Big Time Sensuality;0.732;wHuXpWSNa-8
Bjork;All Is Full of Love;0.49;d2tBhaVEWGM
Bjork;Joga;0.697;oFV4QCq9SEU
Bjork;Bachelorette - Family Tree Version;0.913;y4e4mu6ArMU
Bjork;Pagan Poetry;0.46;Ol_0srrhkKA
Black Eyed Peas;RITMO (Bad Boys For Life);0.716;EzKkl64rRbM
Black Eyed Peas;Mami;0.695;xeT2luY5Lso
Black Eyed Peas;I Gotta Feeling;0.748;uSD4vsh1zDA
Black Eyed Peas;Where Is The Love?;0.706;WpYeekQkAdc
Black Eyed Peas;Pump It;0.923;ZaI2IlHwmgQ
Black Eyed Peas;Just Can’t Get Enough;0.648;OrTyD7rjBpw
Black Eyed Peas;The Time (Dirty Bit);0.813;JwQZQygg3Lk
Black Eyed Peas;Boom Boom Pow;0.851;4m48GqaOz90
Black Eyed Peas;My Humps;0.688;iEe_eraFWWs
Black Eyed Peas;Meet Me Halfway;0.604;I7HahVwYpwo
Black Sabbath;Paranoid - 2016 Remaster;0.658;uk_wUT1CvWM
Black Sabbath;Iron Man - 2014 Remaster;0.792;8aQRq9hhekA
Black Sabbath;War Pigs / Luke's Wall - 2014 Remaster;0.623;xaI3n6ub2eM
Black Sabbath;Children of the Grave - 2014 Remaster;0.65;DqbnOdIH1_E
Black Sabbath;N.I.B.;0.556;RaRtXYSszsA
Black Sabbath;Heaven and Hell - 2008 Remaster;0.673;jktd1AdUYpw
Black Sabbath;Planet Caravan - 2013 Remaster;0.0595;SvrOzYtnLMA
Black Sabbath;Changes - 2013 Remaster;0.215;nPtorZ2k7Ak
Black Sabbath;Sabbath Bloody Sabbath - 2014 Remaster;0.625;9FsIp2YrtQI
Black Sabbath;Sweet Leaf - 2014 Remaster;0.6;SE1bL2bHe_w
Black Uhuru;Sinsemilla;0.564;8vCumnMX1HU
Black Uhuru;Guess Who's Coming To Dinner;0.696;KWEGXb2juvM
Black Uhuru;Sponji Reggae;0.542;uF_S5GRlMaw
Black Uhuru;Shine Eye Gal;0.281;R-RrUF5Dzqo
Black Uhuru;I Love King Selassie;0.831;hftSexRjUjw
Black Uhuru;Big Spliff;0.495;eQmrzdliWOA
Black Uhuru;Great Train Robbery;0.562;-K0-2YN7UyM
Black Uhuru;Youth Of Eglington;0.516;Hbp_N8VsFqk
Black Uhuru;Puff She Puff;0.599;gslBhMiXSU4
Blind Faith;Can't Find My Way Home;0.318;6jlLBs6YawM
Blind Faith;Had To Cry Today;0.654;x_iLZXjhI-g
Blind Faith;Presence Of The Lord;0.517;HIcESt9eYRk
Blind Faith;Well All Right;0.65;6xDkpClZGEM
Blind Faith;Sea Of Joy;0.526;FZQXvUeHmjQ
Blind Faith;Sleeping In The Ground;0.399;LF7FAn8j6-s
Blind Faith;Do What You Like;0.495;mRG1HWRIDW0
Blind Faith;Bron-Y-Aur;0.168;xDuTRuVbjvQ
Blind Faith;Layla;0.719;VRf5zBsW_oc
Blind Faith;Tears In Heaven;0.31;7xB-kFaH_u0
Blink-182;All The Small Things;0.897;9Ht5RZpzPqw
Blink-182;What's My Age Again?;0.951;K7l5ZeVVoCA
Blink-182;I Miss You;0.778;s1tAYmMjLdY
Blink-182;First Date;0.928;vVy9Lgpg1m8
Blink-182;I Really Wish I Hated You;0.81;p9asRPqPbjo
Blink-182;Darkside;0.923;4cbSPNZryzo
Blink-182;Adam's Song;0.775;2MRdtXWcgIw
Blink-182;Pin the Grenade;0.918;F0JlOOtB5ug
Blink-182;Blame It On My Youth;0.941;SleFHBDZb8k
Blink-182;The Rock Show;0.959;z7hhDINyBP0
Blondie;Heart Of Glass - Special Mix;0.577;SP6BgyF7LPw
Blondie;Call Me;0.833;StKVS0eI85I
Blondie;Maria;0.816;VoOG7LEyUJ0
Blondie;One Way Or Another;0.92;1VFuHj9_Tgw
Blondie;The Tide Is High - Edit;0.667;ppYgrdJ0pWk
Blondie;Heart Of Glass - Remix;0.549;bCUNIqD6Fa0
Blondie;Atomic;0.829;O_WLw_0DFQQ
Blondie;Rapture;0.704;pHCdS7O248g
Blondie;Heart Of Glass;0.662;WGU_4-5RaxU
Blondie;Dreaming;0.919;TU3-lS_Gryk
Blue Cheer;Summertime Blues;0.482;YXcYZsqkZ-g
Blue Cheer;Good Times Are So Hard To Find;0.764;-BaKloZpjBM
Blue Cheer;Peace Of Mind;0.48;GTFaOxLlJCA
Blue Cheer;Sun Cycle;0.428;XdhGOWKqy7E
Blue Cheer;Out Of Focus;0.486;W8xTHJsDgiE
Blue Cheer;Rock Me Baby;0.479;qb1ZZpd6OSQ
Blue Cheer;Hello L.A., Bye-Bye Birmingham;0.487;O9SN4bGnvoc
Blue Cheer;Pilot;0.753;eCT9p2EdnjA
Blue Cheer;Blue Steel Dues;0.352;9FDeLRhj7XA
Blue Cheer;Doctor Please;0.338;mRDsvOFekpE
Bo Diddley;I'm A Man;0.546;SaC5ZKRjLUM
Bo Diddley;Bo Diddley;0.701;3jrIK7YB0tE
Bo Diddley;You Can't Judge A Book By It's Cover;0.322;Lch0o4wwGyw
Bo Diddley;Pretty Thing;0.408;OUJgll0RiHE
Bo Diddley;Who Do You Love;0.729;8w9Eii9ZFsQ
Bo Diddley;Road Runner;0.783;ap8JtQZG73M
Bo Diddley;Hit Or Miss;0.621;CSRDz2wm0Dk
Bo Diddley;Hey! Bo Diddley;0.89;BKYSAfbOCPc
Bo Diddley;Ooh Baby;0.655;kwoRxJs_ycw
Bo Diddley;Look At Grandma;0.842;_g09hIGepnQ
Bob Dylan;Knockin' On Heaven's Door - Remastered;0.396;rm9coqlk8fY
Bob Dylan;Like a Rolling Stone;0.721;IwOfCgkyEj0
Bob Dylan;The Times They Are A-Changin';0.396;90WD_ats6eE
Bob Dylan;Blowin' in the Wind;0.0993;MMFj8uDubsE
Bob Dylan;Hurricane;0.827;bpZvg_FjL3Q
Bob Dylan;Girl from the North Country (with Johnny Cash);0.142;Je4Eg77YSSA
Bob Dylan;Tangled up in Blue;0.661;YwSZvHqf9qM
Bob Dylan;Don't Think Twice, It's All Right;0.243;1iHhWh9FtsQ
Bob Dylan;Mr. Tambourine Man;0.31;oecX_1pqxk0
Bob Dylan;Shelter from the Storm;0.241;-gsDBuHwqbM
Bob Marley;Three Little Birds;0.482;LanCLS_hIo4
Bob Marley;Could You Be Loved;0.728;Mm7muPjevik
Bob Marley;Is This Love;0.559;CHekNnySAfM
Bob Marley;One Love / People Get Ready - Medley;0.523;opu2tXoVNKU
Bob Marley;Jamming;0.467;oFRbZJXjWIA
Bob Marley;Buffalo Soldier;0.469;S5FCdx7Dn0o
Bob Marley;Redemption Song;0.248;kOFu6b3w6c0
Bob Marley;Waiting In Vain;0.457;8WQVb_nuKvs
Bob Marley;No Woman, No Cry - Live At The Lyceum, London/1975;0.657;jJzJewlOfVs
Bob Marley;Satisfy My Soul;0.418;R8GCc8OhTz8
Bon Jovi;Livin' On A Prayer;0.887;lDK9QqIzhwk
Bon Jovi;You Give Love A Bad Name;0.96;KrZHPOeOxQQ
Bon Jovi;It's My Life;0.903;vx2u5uUu3DE
Bon Jovi;Always;0.659;9BMwcO6_hyA
Bon Jovi;Wanted Dead Or Alive;0.802;SRvCvsRp5ho
Bon Jovi;Bed Of Roses;0.58;NvR60Wg9R7Q
Bon Jovi;Runaway;0.897;s86K-p089R8
Bon Jovi;Bad Medicine;0.973;eOUtsybozjg
Bon Jovi;I'll Be There For You;0.727;mh8MIp2FOhc
Bon Jovi;Never Say Goodbye;0.797;ifm00JEjSeo
Bonnie Raitt;I Can't Make You Love Me;0.149;nW9Cu6GYqxo
Bonnie Raitt;Something To Talk About;0.64;mJ58TVYNFro
Bonnie Raitt;Angel from Montgomery - Remastered;0.393;s4S1Q1vfngA
Bonnie Raitt;Angel from Montgomery - Live;0.25;qnFZlEYU7XY
Bonnie Raitt;Thank You - Remastered;0.279;nDuS3exHhq8
Bonnie Raitt;Nick Of Time;0.312;Dy8gHfGIS_A
Bonnie Raitt;Love Me Like a Man - Remastered;0.525;K7u0bBrLZsE
Bonnie Raitt;Feels Like Home;0.206;7dLq7I7jcIA
Bonnie Raitt;Have A Heart;0.269;b9L0ewWvge8
Bonnie Raitt;Six Strings Down;0.809;psvzznpquSU
Booker T;Green Onions;0.514;_bpS-cOBK6Q
Booker T;Time Is Tight;0.43;50xx1_CbJTI
Booker T;Soul Limbo;0.663;9GdvFiE2R5I
Booker T;Melting Pot;0.508;Nsc4u4-8Nns
Booker T;Let's Go Get Stoned;0.0475;PrW97OKtbB0
Booker T;Behave Yourself;0.287;Zzv3MkllWu0
Booker T;Sunny;0.246;EmppkjA5k7I
Booker T;Sunday Sermon;0.264;VBN41lm1AF8
Booker T;Hip Hug-Her;0.321;1v1iZUiBJiQ
Booker T;Booker-Loo;0.722;DohS6aHc9nk
Boyz II Men;End Of The Road;0.423;zDKO6XYXioc
Boyz II Men;One Sweet Day;0.495;UXxRyNvTPr8
Boyz II Men;I'll Make Love To You;0.509;fV8vB1BB2qc
Boyz II Men;On Bended Knee;0.532;jSUSFow70no
Boyz II Men;If You Leave Me Now (feat. Boyz II Men);0.268;BJeCOo_CRyE
Boyz II Men;Motownphilly;0.848;Rciee-oQLoI
Boyz II Men;Water Runs Dry;0.377;9N9opF-PK5k
Boyz II Men;Please Don't Go;0.665;x6LsIjSQnKs
Boyz II Men;It's So Hard To Say Goodbye To Yesterday;0.101;VastXQ_hPb0
Boyz II Men;4 Seasons Of Loneliness;0.488;fUSOZAgl95A
Brantley Gilbert;What Happens In A Small Town;0.788;u6BTbjFsW-w
Brantley Gilbert;Bottoms Up;0.857;ukick72Qafc
Brantley Gilbert;Kick It In The Sticks;0.843;ve8sNTqrzCw
Brantley Gilbert;Fire’t Up;0.883;39x_zoygIPE
Brantley Gilbert;The Weekend;0.811;dZzkNZ2Nf9M
Brantley Gilbert;Read Me My Rights;0.945;TGTCDnFL2Nk
Brantley Gilbert;Country Must Be Country Wide;0.765;8peBUdlUNmM
Brantley Gilbert;The Ones That Like Me;0.834;WUFpGGe8U_E
Brantley Gilbert;Not Like Us;0.848;3oRwCF7pbeI
Brantley Gilbert;Welcome To Hazeville;0.658;JeVHLHnFNfQ
Brenda Holloway;Every Little Bit Hurts;0.387;Ub5x1V2v3uQ
Brenda Holloway;Baby I've Got It;0.875;EZzPtpX6EMo
Brenda Holloway;My World Is Crumbling;0.626;454u5a0DFb0
Brenda Holloway;You've Made Me So Very Happy - Single Version;0.43;3zvTvZcmouU
Brenda Holloway;When I'm Gone;0.482;OAIX1imfNEo
Brenda Holloway;Think It Over (Before You Break My Heart) - Stereo Version;0.656;5nrWLBVHf8c
Brenda Holloway;Just Look What You've Done - Single Version;0.551;0wSuKUJMfxU
Brenda Holloway;You've Made Me So Very Happy (Remastered);0.575;ASWY-WMmKlo
Brenda Holloway;All I Do Is Think About You - Motown Anthology Version;0.349;FgLHcJOZzwI
Brian Eno;Emerald and Stone;0.0379;ARlDjTp5nSs
Brian Eno;Signals - Remastered 2005;0.0119;8JGZzMpToAI
Brian Eno;Drift - Remastered 2005;0.116;JNmOK9F0gB4
Brian Eno;An Ending (Ascent) - Remastered 2005;0.0906;OlaTeXX3uH8
Brian Eno;Deep Blue Day - Remastered 2005;0.343;lJ71NUL9Cp4
Brian Eno;Spinning Away;0.761;u4v6swKWx9A
Brian Eno;The Big Ship - 2004 Digital Remaster;0.261;2Tqy6be0Juc
Brian Eno;By This River - 2004 Digital Remaster;0.0155;UokIoawK9wQ
The Brothers Johnson;Strawberry Letter 23;0.617;f0bdLdTJdKI
The Brothers Johnson;Stomp! - Single Version;0.779;tPBDMihPRJA
The Brothers Johnson;Get The Funk Out Ma Face;0.568;huzYji2OAD4
The Brothers Johnson;I'll Be Good To You;0.671;-mjovmCPftU
The Brothers Johnson;Come Together;0.523;nRCdnASv9cE
The Brothers Johnson;Stomp!;0.886;tPBDMihPRJA
The Brothers Johnson;Ain't We Funkin' Now;0.925;IDWtCusiqmc
The Brothers Johnson;Celebrations;0.871;KuPbk0dBGtg
The Brothers Johnson;Light Up The Night;0.713;LDzH7ecKt7U
Bruce Springsteen;Dancing In the Dark;0.942;129kuDCQtHs
Bruce Springsteen;Born in the U.S.A.;0.952;EPhWR4d3FJQ
Bruce Springsteen;I'm On Fire;0.446;lrpXArn3hII
Bruce Springsteen;Born to Run;0.944;IxuThNgl3YA
Bruce Springsteen;Streets of Philadelphia - Single Edit;0.249;1Z0jSNaIc4Q
Bruce Springsteen;Hungry Heart;0.894;boJhWtw-6Gg
Bruce Springsteen;Glory Days;0.96;6vQpW9XRiyM
Bruce Springsteen;Thunder Road;0.758;jte9PzIu9T4
Bruce Springsteen;The River;0.536;lc6F47Z6PI4
Bruce Springsteen;Tougher Than the Rest;0.514;_91hNV6vuBY
Bryan Adams;Summer Of '69;0.834;eFjjO_lhf9c
Bryan Adams;Heaven;0.589;s6TtwR2Dbjg
Bryan Adams;(Everything I Do) I Do It For You;0.372;vFD2gu007dc
Bryan Adams;Please Forgive Me;0.456;9EHAo6rEuas
Bryan Adams;Have You Ever Really Loved A Woman?;0.463;hq2KgzKETBw
Bryan Adams;Run To You;0.811;nCBASt507WA
Bryan Adams;When You're Gone;0.921;_W2jONIjrM0
Bryan Adams;Straight From The Heart;0.213;-ebtjgK8NNU
Bryan Adams;Here I Am - End Title;0.772;G6xr6VKg7sE
Bryan Adams;Do I Have To Say The Words?;0.581;otgnuwR6w8o
Bryan Ferry;Slave To Love;0.818;9kp3N3wQPO0
Bryan Ferry;Let's Stick Together;0.892;Z9EbR0ckb40
Bryan Ferry;Don't Stop The Dance;0.769;XjhTHQhJLxs
Bryan Ferry;As Time Goes By;0.206;6aXCsy0S4Wk
Bryan Ferry;Casanova;0.594;XSNYggEXK2g
Bryan Ferry;Knockin' On Heaven's Door;0.638;Kea-fJAkKOU
Bryan Ferry;The Way You Look Tonight;0.485;5sjkygOGdPQ
Bryan Ferry;I'm In The Mood For Love;0.488;Jhft6R5bHO4
Bryan Ferry;Love Is The Drug;0.606;0n3OepDn5GU
Bryan Ferry;The Times They Are A-Changin';0.673;Q9MuHtciTxs
Buddy Guy;Feels Like Rain;0.348;QButLzJB5SI
Buddy Guy;Mustang Sally;0.934;csowL1kIhKY
Buddy Guy;Damn Right, I've Got the Blues;0.921;3hjqqa5tq5k
Buddy Guy;Flesh & Bone (Dedicated to B.B. King);0.55;-DXI4hxm_-o
Buddy Guy;Mary Had A Little Lamb;0.446;FxNzZunmh-Q
Buddy Guy;Cognac;0.707;nzztqp6rE3I
Buddy Guy;What Kind Of Woman Is This?;0.586;0zhV99Bvrgg
Buddy Guy;Ain't No Sunshine featuring Tracy Chapman;0.421;Z4RskhZebn8
Buddy Guy;Sit and Cry (The Blues);0.537;OU1fqSzQGK8
Buddy Guy;The Blues Is Alive And Well;0.539;FIn_gA2XwL0
Buddy Holly;Everyday;0.219;GMezwtB1oCU
Buddy Holly;Peggy Sue;0.424;OUesbTObC9A
Buddy Holly;That'll Be The Day;0.65;9nrInsANB8Q
Buddy Holly;Rave On;0.711;0IUV-QxwlRM
Buddy Holly;True Love Ways;0.138;QjFRHIhSvwc
Buddy Holly;(Ummmm, Oh Yeah) Dearest;0.493;BbURkDqE0Cs
Buddy Holly;Oh Boy! - Overdubbed Version;0.619;78423JSJtG0
Buddy Holly;It Doesn't Matter Anymore;0.246;KOTv9jY4X5E
Buddy Holly;Heartbeat;0.346;iZyuxNxQvbE
Buddy Holly;Words Of Love;0.453;ZcuojSU_hOY
Burning Spear;Hail H.I.M - 2002 Remastered Version;0.652;EUdCweRtqi8
Burning Spear;Marcus Garvey;0.473;oGN3R49-CAE
Burning Spear;Slavery Days;0.446;kPRNcLKNE5c
Burning Spear;African Teacher - 2002 Remastered Version;0.52;AFky4_XpB6c
Burning Spear;African Postman;0.96;scofw2CWQN8
Burning Spear;Black Wa-Da-Da (Invasion);0.41;FEq0sLluCwk
Burning Spear;Cry Blood Africa - 2002 Remastered Version;0.537;wZSaTiGr_MM
Burning Spear;House Of Reggae;0.545;k14wByRsaqI
Burning Spear;Columbus - 2002 Remastered Version;0.446;CZyTqj-vRrM
Burning Spear;Road Foggy - 2002 Remastered Version;0.484;qGM2QaGPDhI
Burt Bacharach;I'll Never Fall in Love Again;0.46;yNJLrLS6VG0
Burt Bacharach;What The World Needs Now Is Love;0.272;lSBrn6wTZSA
Burt Bacharach;Something Big;0.391;8y5OhmoAKdo
Burt Bacharach;Toledo;0.307;EOPXvtZvb7g
Burt Bacharach;This House Is Empty Now;0.289;8IXFzQsA5KM
Burt Bacharach;The Look Of Love;0.336;otLIoMANylU
Burt Bacharach;South American Getaway - From "Butch Cassidy And The Sundance Kid" Soundtrack;0.107;RlzNZ5oj3so
Burt Bacharach;This Guy's In Love With You;0.138;2dDGnl8_Dzg
Burt Bacharach;Arthur's Theme (The Best That You Can Do);0.448;CQe6O0Ab5nc
Burt Bacharach;In The Darkest Place;0.229;bfnzT-vkshw
The Cadillac Three;Crackin’ Cold Ones With The Boys;0.763;GFZ0RFnICMc
The Cadillac Three;White Lightning;0.744;-XC3kiW6UNE
The Cadillac Three;The South;0.839;_IZcoiPiXS8
The Cadillac Three;Drunk Like You;0.793;8SS4bthu9n8
The Cadillac Three;All The Makin’s Of A Saturday Night;0.882;4MKh-wvRPbQ
The Cadillac Three;Dang If We Didn't;0.824;sUTFXgAhdvo
The Cadillac Three;Take Me To The Bottom;0.548;kKRuToJPITc
The Cadillac Three;Back Home;0.746;QIBPvgpdXpc
The Cadillac Three;Party Like You;0.947;WuNLKoWOIEw
The Cadillac Three;Bury Me In My Boots;0.778;JKaRp8IKjl0
Camel;Fisher;0.501;Gbs8ogjBoRY
Camel;Oboe;0.666;lNoHnRSCYGw
Camel;Ourson;0.379;MzsyqCXlP-0
Camel;Inana;0.5;AGRCvo3Qbdk
Camel;Kaffeklubben;0.661;7s69q1Hc9iY
Camel;Laika;0.417;ArQAeJKUhc0
Camel;Altaïr;0.687;tuEAXJzbbSU
Camel;Ventura Acoustic;0.415;Y0EerGClZP4
Camel;Laïka (Hannes Fischer Remix);0.259;fxDFSizHDes
Camel;Ubuntu;0.623;ukvpjH0BLMc
Canned Heat;Going Up The Country;0.239;p0PjECSyJ7w
Canned Heat;On the Road Again;0.182;qRKNw477onU
Canned Heat;Let's Work Together - Long Version / Bonus Track;0.713;Hom0fYd5uX4
Canned Heat;On The Road Again;0.395;qRKNw477onU
Canned Heat;Cristo Redentor - Live;0.32;2LTzAd0no0g
Canned Heat;Poor Moon - Bonus Track;0.24;vZXRWgKe1x8
Canned Heat;Goin' Up The Country;0.621;p0PjECSyJ7w
Canned Heat;Time Was;0.493;blhBcjuOUAM
Canned Heat;Whiskey And Wimmen';0.686;gGrADAAvrkE
Canned Heat;Help Me;0.382;MA55O-ebL7k
Captain Beefheart;I'm Glad;0.407;TsjcQoJ8W4U
Captain Beefheart;Her Eyes Are a Blue Million Miles;0.357;MRlWbzdmJQA
Captain Beefheart;Sure 'Nuff 'n' Yes, I Do;0.704;ayUqmladJuo
Captain Beefheart;Zig Zag Wanderer;0.843;rxZWdGOwLFI
Captain Beefheart;Too Much Time;0.39;-Msq1Js3mcY
Captain Beefheart;My Head Is My Only House Unless It Rains;0.256;XJ2kSmbxEUw
Captain Beefheart;Electricity;0.813;S8eRDkiwGMM
Captain Beefheart;Abba Zaba;0.663;JTo7OgXkbe8
Captain Beefheart;Call On Me;0.76;rye0rce3Quw
Captain Beefheart;Tropical Hot Dog;0.781;c0uqyjGuxyA
Caravan;Jardín Secreto;0.509;euGiAFfi7kY
Caravan;Dirty Taranta;0.666;MxShmcXTuAo
Caravan;Las Calles del Mundo;0.744;p8wFbo65S1g
Caravan;Utopía;0.694;rXnfMc8lqOg
Caravan;Las Historias de los Hombres;0.644;CedZ-kX0S8U
Caravan;La Velocidad;0.932;lofSBrbKO3Y
Caravan;Ciudadano Ideal;0.447;qKxLSD2HTKk
Caravan;Benvenuti a Tutti;0.637;D6gXQgAaRgg
Caravan;Mientras la Lluvia Siga;0.572;Bd-vMCQJd4w
Caravan;Fenicia;0.732;6jEo8b5gUW0
Carpenters;Yesterday Once More;0.38;YTaWayUE5XA
Carpenters;Top Of The World;0.343;FDPMmaHWj1I
Carpenters;(They Long To Be) Close To You;0.245;tT86AoSGEL8
Carpenters;Please Mr. Postman;0.547;dcLbS0yxzdk
Carpenters;I Won't Last A Day Without You;0.221;tt5huMICEwU
Carpenters;We've Only Just Begun;0.321;__VQX2Xn7tI
Carpenters;Rainy Days And Mondays;0.235;PjFoQxjgbrs
Carpenters;Superstar;0.253;SJmmaIGiGBg
Carpenters;Sleigh Ride;0.232;_LGt_Ro2o5Q
Carpenters;You;0.323;DX5naHdAHo0
Cat Stevens;Wild World;0.503;Jta56wBl7SM
Cat Stevens;Father And Son;0.343;X8W5U2tIFQI
Cat Stevens;Morning Has Broken;0.324;uZAsfB1Np-8
Cat Stevens;Peace Train;0.582;vjUyM_xd6IA
Cat Stevens;The Wind;0.188;cd2jXsmSaKc
Cat Stevens;Moonshadow;0.294;8L56rAG5aK0
Cat Stevens;If You Want To Sing Out, Sing Out;0.294;NDq36YD1ESM
Cat Stevens;Where Do The Children Play?;0.304;F_vy-eWGKSk
Cat Stevens;Lady D'Arbanville;0.27;qZP54bClDRw
Cat Stevens;The First Cut Is The Deepest;0.786;aBccr-aLu4I
Charlie Parker;Summertime;0.351;k7CHDscLREk
Charlie Parker;Ornithology;0.689;Z2tvlp7RnlM
Charlie Parker;All The Things You Are;0.0787;UTORd2Y_X6U
Charlie Parker;Scrapple From The Apple;0.397;Mg4eOHc3Rpg
Charlie Parker;Just Friends;0.571;DmRkZeGFONg
Charlie Parker;An Oscar For Treadwell - Incomplete 411-1;0.462;FVe1l9Nz-JU
Charlie Parker;Billie's Bounce - Original;0.33;S4mRaEzwTYo
Charlie Parker;Leap Frog - Take 11 / Take 6 / Master;0.728;fHs5gUZsKsc
Charlie Parker;Donna Lee;0.612;02apSoxB7B4
Charlie Parker;Parker's Mood - New Take 1;0.111;prDBNyPYah8
Cheap Trick;I Want You to Want Me;0.462;BJs_L7yq5qE
Cheap Trick;Surrender;0.955;1sAm5UCJ9vA
Cheap Trick;The Flame;0.581;muhFxXce6nA
Cheap Trick;Mighty Wings - From "Top Gun" Original Soundtrack;0.919;L-4XsDQYDi4
Cheap Trick;Ghost Town;0.59;Zwss-tb-h_U
Cheap Trick;Dream Police;0.766;OPemyipJzAM
Cheap Trick;I Want You to Want Me - Live at Nippon Budokan, Tokyo, JPN - April 1978;0.873;dCvbWvQYOmI
Cheap Trick;The Flame - Single Version;0.596;O8hWJsFjmQM
Cheap Trick;Hello There;0.915;yKjs4qoSZ0c
Cheap Trick;Voices;0.55;zPOCZaxjFcU
The Chemical Brothers;Hey Boy Hey Girl;0.92;tpKCqp9CALQ
The Chemical Brothers;Galvanize;0.714;Xu3FTEmN-eg
The Chemical Brothers;Go;0.897;LO2RPDZkY88
The Chemical Brothers;Got To Keep On;0.867;rSYwtllbweY
The Chemical Brothers;No Geography;0.818;mw_FBYeUdKc
The Chemical Brothers;Let Forever Be;0.872;s5FyfQDO5g0
The Chemical Brothers;Block Rockin' Beats;0.977;iTxOKsyZ0Lw
The Chemical Brothers;The Salmon Dance;0.736;dDj7DuHVV9E
The Chemical Brothers;Wide Open;0.593;BC2dRkm8ATU
The Chemical Brothers;Star Guitar;0.956;0S43IwBF0uM
Cher;Believe;0.917;nZXRV4MezEw
Cher;If I Could Turn Back Time;0.566;BsKbwR7WXN4
Cher;Walking in Memphis;0.679;Z2DFu7oWit0
Cher;The Shoop Shoop Song (It's In His Kiss);0.61;yCpKQjqb8Y4
Cher;Strong Enough;0.923;zLt8lUBEPnM
Cher;Super Trouper;0.655;SXwEDKVpNxs
Cher;After All (Love Theme From Chances Are);0.336;wZJDV5JwOGs
Cher;Fernando;0.663;QRoO7MBpv-4
Cher;Just Like Jesse James;0.563;kpclpqXGe5A
Cher;I Found Someone;0.568;zivtxPfF5Bg
Chris Cornell;Nothing Compares 2 U - Live At SiriusXM/2015;0.327;INXPoVcpa1w
Chris Cornell;You Know My Name - From "Casino Royale" Soundtrack;0.863;867iyhVFyEw
Chris Cornell;Black Hole Sun - Recorded Live At Red Robinson Show Theatre, Vancouver, Canada on April 30, 2011;0.385;oObvBpsTxEk
Chris Cornell;Nearly Forgot My Broken Heart;0.792;zpMfZPAc1kg
Chris Cornell;Billie Jean;0.637;R0uWF-37DAM
Chris Cornell;Thank You - Recorded Live At Esplanade Arts & Heritage Centre, Medicine Hat, Alberta, Canada on April 27, 2011;0.317;NxjByY9UrbA
Chris Cornell;Like A Stone - Recorded Live At Queen Elizabeth Theatre, Toronto, ON on April 20, 2011;0.312;djmU6aDINko
Chris Cornell;Seasons;0.422;1uwT1Q6JeB4
Chris Cornell;When Bad Does Good;0.657;06OYeGnX5C4
Chris Cornell;I Am The Highway - Live At Queen Elizabeth Theatre, Toronto, ON/2011;0.296;uTYupZFZks8
Chris Stapleton;Tennessee Whiskey;0.37;4zAThXFOy2c
Chris Stapleton;BLOW (with Chris Stapleton & Bruno Mars);0.796;s93NCuXt7x4
Chris Stapleton;Broken Halos;0.575;qgt9idKAYDw
Chris Stapleton;Parachute;0.762;pl4c0kZUm2M
Chris Stapleton;Millionaire;0.463;MPoN-FNB2V8
Chris Stapleton;Fire Away;0.301;ZI-aPHeUDlk
Chris Stapleton;Traveller;0.75;_kBnFgLP8po
Chris Stapleton;Whiskey And You;0.0562;z2uPKDXS8BA
Chris Stapleton;Nobody To Blame;0.666;P0mwo-dAABA
Chris Stapleton;Midnight Train To Memphis;0.929;Dg3lXoCo7HU
Chuck Berry;Johnny B. Goode;0.803;cQGCWf6azHY
Chuck Berry;You Never Can Tell;0.852;RoDPPgWbfXY
Chuck Berry;No Particular Place To Go;0.791;t6OS_ItMGpc
Chuck Berry;Roll Over Beethoven;0.797;zD80CostTV0
Chuck Berry;Run Rudolph Run - Single Version;0.711;MVu4c7dhDRE
Chuck Berry;Maybellene;0.768;75RiHJGfyUE
Chuck Berry;Route 66;0.694;tg2EbJy-9dc
Chuck Berry;Sweet Little Sixteen;0.627;ZLV4NGpoy_E
Chuck Berry;School Day (Ring Ring Goes The Bell);0.872;zuufgJUzmew
Chuck Berry;Rock And Roll Music;0.768;0XSaKQlBZuE
Cinderella;Don't Know What You Got (Till It's Gone);0.535;i28UEoLXVFQ
Cinderella;Nobody's Fool;0.458;MCOrtJMQmVs
Cinderella;Gypsy Road;0.886;6j7E7pvLxmI
Cinderella;Shake Me;0.889;ptPekKOigkQ
